folder_id,real_filename,meeting_date,meeting_name,belongs_to
B4YMGE5AF96F,Work Session BBHCSD_Investor Orders and Allotments.pdf,24/09/2018,Work Session 6 p.m. and Regular Meeting 7 p.m.,Bond Discussion
B6PJVK4EE2D5,Classified 11_19_18 Updated.pdf,19/11/2018,Regular Meeting,Classified Recommendations
B43HFY47D280,Supplemental Recommendations 8-27-2018.pdf,27/08/2018,Regular Meeting,Supplemental Recommendations
B43HGQ47F7AE,Monarch School Contract.pdf,27/08/2018,Regular Meeting,Monarch School Contract
B43HH4482967,Minutes 8-06-18.pdf,27/08/2018,Regular Meeting,"Minutes of the August 6, 2018, Meeting"
B43HG747E754,PSI 2018-2019 Assumption contract only.pdf,27/08/2018,Regular Meeting,Auxiliary Services Agreement ~ PSI
B43HFM47B576,Classified Recommendations 8_27_18.pdf,27/08/2018,Regular Meeting,Classified Recommendations
B7FSDB620BF0,Minutes 11-19-18 & 12-10-18.pdf,17/12/2018,Regular Meeting,"Minutes of the November 19, 2018 and December 10, 2018, Board Meetings"
AZA2QM608655,checkmark.jpg,,,
AZA2KC601EBA,BBHCSD.jpg,,,
B3VFXE4F48DF,box.jpg,,,
B43HGJ47F194,Settlement Agreement.pdf,27/08/2018,Regular Meeting,Settlement Agreement
B43HG547DF03,Donations 8-27-2018.pdf,27/08/2018,Regular Meeting,Donations
B43HA647809F,Certificated Recommendation 8_27_18 (4).pdf,27/08/2018,Regular Meeting,Certified Recommendations
B43HGY48036B,Financial Report July 2018 (1).pdf,27/08/2018,Regular Meeting,"Financial Report, July 2018"
B5GNSA5F21AC,Complimentary Passes.pdf,22/10/2018,Regular Meeting 7 p.m. (Executive Session 6:30 p.m.),Complimentary Passes
B84483802168,Tax Budget 2020.pdf,03/01/2019,Organizational Meeting,Alternative Tax Budget Fiscal Year 2020
B4XGR444FFCB,Financial Report August 2018.pdf,24/09/2018,Work Session 6 p.m. and Regular Meeting 7 p.m.,"Financial Report, August 2018"
B4XGMR44824C,Certificated 9_24_18 (1) R.pdf,24/09/2018,Work Session 6 p.m. and Regular Meeting 7 p.m.,Certified Recommendations
B4YMGT5B0AF4,CVCC Work session discussion points 9.24.2018.pptx,24/09/2018,Work Session 6 p.m. and Regular Meeting 7 p.m.,CVCC Discussion
B4XGPG44C33C,Black Box MOA clean 09-20-18 (1).pdf,24/09/2018,Work Session 6 p.m. and Regular Meeting 7 p.m.,District Telephone Contract ~ NEC Black Box
B4XGNB449735,Supplemental Recs 9-24-2018 R.pdf,24/09/2018,Work Session 6 p.m. and Regular Meeting 7 p.m.,Supplemental Recommendations
B4XGP544B5FB,2018-2019  HS Tech Insurance.pdf,24/09/2018,Work Session 6 p.m. and Regular Meeting 7 p.m.,2018-2019 High School Grade 9 Technology Insurance Fee
B4XGNT44AAD7,Rapkin Contract 2018-2019.pdf,24/09/2018,Work Session 6 p.m. and Regular Meeting 7 p.m.,Myles Rapkin Contract Services Agreement
B4WLY8585BED,2015-2018 State Assessment Data.pdf,24/09/2018,Work Session 6 p.m. and Regular Meeting 7 p.m.,
B4XGQB44E35F,Donation 9-24-2018.pdf,24/09/2018,Work Session 6 p.m. and Regular Meeting 7 p.m.,Donation
B4XGQ344D7A4,Order Form - NEC  3yr SWA PD.pdf,24/09/2018,Work Session 6 p.m. and Regular Meeting 7 p.m.,District Telephone Contract ~ NEC Black Box
B4YMF25AA244,2015-2018 State Data.pdf,24/09/2018,Work Session 6 p.m. and Regular Meeting 7 p.m.,State Report Card Presentation ~ Dr. David Martin
B4XGQM44EE4B,Annual Appropriations FY19.BBHCSD.PDF,24/09/2018,Work Session 6 p.m. and Regular Meeting 7 p.m.,FY19 Final Appropriations Measure
B4XGNK44A19A,2018-2019 BBHCSD Bus Route Information (1).pdf,24/09/2018,Work Session 6 p.m. and Regular Meeting 7 p.m.,2018-2019 BBHCSD Bus Routes
B4X2HA75F20F,Board Presentation Mental Health Update.9.24.18.ppt,24/09/2018,Work Session 6 p.m. and Regular Meeting 7 p.m.,Mental Health Presentation ~ Dr. Gina Symsek
B4XGMZ448BB5,Classified 9_24_18 (2) (1) R.pdf,24/09/2018,Work Session 6 p.m. and Regular Meeting 7 p.m.,Classified Recommendations
B5NN3F5D4D6F,HR Supplemental Recommendations 10-22-2018.pdf,22/10/2018,Regular Meeting 7 p.m. (Executive Session 6:30 p.m.),Supplemental Recommendations
B5NN335D3FEC,HR Certified Recommendations 10-22-2018.pdf,22/10/2018,Regular Meeting 7 p.m. (Executive Session 6:30 p.m.),Certified Recommendations
B5NN2V5D3542,SRO MOU 10-22-2018.pdf,22/10/2018,Regular Meeting 7 p.m. (Executive Session 6:30 p.m.),School Resource Officer (SRO) MOU
B5NN385D468F,HR Classified Recommendations 10-22-2018 R.pdf,22/10/2018,Regular Meeting 7 p.m. (Executive Session 6:30 p.m.),Classified Recommendations
B5NKL351D5A7,Policy Attachment 10-22-2018.pdf,22/10/2018,Regular Meeting 7 p.m. (Executive Session 6:30 p.m.),New/Revised Board Policies - First Reading
B5GP2Q5DA226,Resolution.Authorizing CMR.BBHCSD.10.22.18.pdf,22/10/2018,Regular Meeting 7 p.m. (Executive Session 6:30 p.m.),Shook Construction Resolution
B5MPMF5E8224,https---youtu.be-_ypLgCUq0n0 (1).url,22/10/2018,Regular Meeting 7 p.m. (Executive Session 6:30 p.m.),Student Sound Byte
B5GNTX5FA6FE,NEOESC Admission Tuition Pupils Agreement 10-22-2018.pdf,22/10/2018,Regular Meeting 7 p.m. (Executive Session 6:30 p.m.),NEOESC Admission of Tuition Pupils Agreement
B5GNWM603DE2,Minutes 9-24-18.pdf,22/10/2018,Regular Meeting 7 p.m. (Executive Session 6:30 p.m.),"Minutes of September 24, 2018"
B5GNWA602EDA,Donations 10-22-2018.pdf,22/10/2018,Regular Meeting 7 p.m. (Executive Session 6:30 p.m.),Donations
B5NGBT430E5A,PS Settlement Agreement #2  10-22-2018.pdf,22/10/2018,Regular Meeting 7 p.m. (Executive Session 6:30 p.m.),Settlement Agreements (2)
B5LUNF7994D5,Board Financial Report Sept 2018.xlsx.pdf,22/10/2018,Regular Meeting 7 p.m. (Executive Session 6:30 p.m.),"Financial Report, September 2018"
B5SGTA44BE33,ADK Revenue and Expenses.pdf,22/10/2018,Regular Meeting 7 p.m. (Executive Session 6:30 p.m.),Full Day Kindergarten Discussion ~ 6 p.m.
B5SQ4H654859,Delaware.pdf,22/10/2018,Regular Meeting 7 p.m. (Executive Session 6:30 p.m.),"Out-of-State Field Trip ~ BBHHS Newark, DE"
B5SQVM6A2EEF,5yr FCST.BOE.Powerpoint.10.22.18.pdf,22/10/2018,Regular Meeting 7 p.m. (Executive Session 6:30 p.m.),"Five Year Financial Forecast, October, 2018"
B5SQVP6A2F71,BBHCSD.FCST.October.FY19.pdf,22/10/2018,Regular Meeting 7 p.m. (Executive Session 6:30 p.m.),"Five Year Financial Forecast, October, 2018"
B5SQ4Q655092,WV.pdf,22/10/2018,Regular Meeting 7 p.m. (Executive Session 6:30 p.m.),"Out-of-State Field Trip ~ BBHHS Wellsburg, WV"
B5SQ4B654129,WDC May 2018.pdf,22/10/2018,Regular Meeting 7 p.m. (Executive Session 6:30 p.m.),"Out-of-State Field Trip ~ BBHMS Washington, D.C."
B5SGTC44C3E0,ADK Scholarship Breakdown.pdf,22/10/2018,Regular Meeting 7 p.m. (Executive Session 6:30 p.m.),Full Day Kindergarten Discussion ~ 6 p.m.
B5PFUB40C94B,AZ - 2340F5 - Boys Basketball Travel Proposal.pdf,22/10/2018,Regular Meeting 7 p.m. (Executive Session 6:30 p.m.),"Out-of-State Field Trip ~ BBHHS Phoenix, AZ"
B5SGTG44C6A9,Kindergarten Full Day Scholarship Criteria 2018-2019 Final.pdf,22/10/2018,Regular Meeting 7 p.m. (Executive Session 6:30 p.m.),Full Day Kindergarten Discussion ~ 6 p.m.
B5SGTK44C8B4,ADK Qx.pdf,22/10/2018,Regular Meeting 7 p.m. (Executive Session 6:30 p.m.),Full Day Kindergarten Discussion ~ 6 p.m.
B5TUAB64A339,Settlement ~ Board Resolution Authorizing Settlement Agreement (1) 3654-2018.pdf,22/10/2018,Regular Meeting 7 p.m. (Executive Session 6:30 p.m.),Settlement Agreements (2)
B6PQLA692300,Certificated 11_19_18 Updated R (1).pdf,19/11/2018,Regular Meeting,Certified Recommendations
B6PJVX4EF526,Supplemental 11-19-2018 Updated.pdf,19/11/2018,Regular Meeting,Supplemental Recommendations
B6KR2Z6A74BE,Policy Attachment 11-19-2018.pdf,19/11/2018,Regular Meeting,New/Revised Board Policies - Final Reading
B6KR6W6AF8BC,T Minutes 10-22-18 & 11-11-18.pdf,19/11/2018,Regular Meeting,"Minutes of the October 22, 2018 and November 11, 2018, Meetings"
B6KR6D6AE91E,Donations 11-19-2018.pdf,19/11/2018,Regular Meeting,Donations
B6KR6U6AF388,T Financial Report October 2018.pdf,19/11/2018,Regular Meeting,"Financial Report, October 2018"
B6KR5H6ADBD2,CC Lerner School for Autism Agreement.pdf,19/11/2018,Regular Meeting,Cleveland Clinic Lerner School for Autism Agreement
B6KR3X6A968E,OE Strategies Contract.pdf,19/11/2018,Regular Meeting,OE Strategies Service Agreement
B6KR4B6AA520,B Data Network Remediation Project SOW V6.9 final 11.19.18.pdf,19/11/2018,Regular Meeting,Resolution Urgent Network Necessity
B6KR676AE37C,Course Fee Addition 2018.2019.pdf,19/11/2018,Regular Meeting,2018-2019 High School Fees
B7H44W09CBB9,Board Financial Report November 2018.pdf,17/12/2018,Regular Meeting,"Financial Report, November 2018"
B7FRRG617A08,Policy 6423 ~ Revision.pdf,17/12/2018,Regular Meeting,New/Revised Board Policies ~ First Reading
B7JNEW5EE68F,Resolution Lease Blossom R.pdf,17/12/2018,Regular Meeting,Enter Lease with City of Brecksville
B7FRTT619E47,Adm and Supervisor Compensation Schedule.pdf,17/12/2018,Regular Meeting,Administrative and Supervisor Compensation Schedule
B7FRRJ617CFB,Policy 6460 ~ New 12-17-2018.pdf,17/12/2018,Regular Meeting,New/Revised Board Policies ~ First Reading
B7FRYC61C7FB,Donation.pdf,17/12/2018,Regular Meeting,Donations
B7H58X0F123E,Resolution Close Central School 12-17-2018.pdf,17/12/2018,Regular Meeting,Building Closure End of 2018-2019 School Year
B7FRY661C27B,Jay Berk Ph.D. Agreement R.pdf,17/12/2018,Regular Meeting,"Jay Berk, Ph.D. Agreement"
B7H57V0EE9FB,Resolution INTEREST.pdf,17/12/2018,Regular Meeting,Resolution Transfer Earned Interest
B7FRTP619503,Supplemental Recs 12-17-2018.pdf,17/12/2018,Regular Meeting,Supplemental Recommendations
B7FRTH618F68,Classified Recs 12_17_18.pdf,17/12/2018,Regular Meeting,Classified Recommendations
B7AV9L7FA696,Central SCENARIO #3.pdf,19/11/2018,Regular Meeting,Agenda Items
B7FRXZ61B9ED,"BBHHS Softball, Myrtle Beach, SC April 12-19, 2019 R.pdf",17/12/2018,Regular Meeting,"Out-of-State Field Trip ~ BBHHS Softball ~ Myrtle Beach, SC"
B7FRYG61CC67,Hilton Gifts & Goals 2018-2019.pdf,17/12/2018,Regular Meeting,Hilton PSO's Gifts and Goals
B7AV9J7FA67A,Central SCENARIO #2.pdf,19/11/2018,Regular Meeting,Agenda Items
B7AV9G7FA65D,Central  SCENARIO #1.pdf,19/11/2018,Regular Meeting,Agenda Items
B7AV9N7FAB14,18_1101_TDA_Brecksville-Broadview Heights_Community Mtg_FINAL.PDF,19/11/2018,Regular Meeting,Agenda Items
B7BPBA62D42D,Central Documents 12-10-2018.pdf,10/12/2018,Special Meeting 5:00 p.m.,Central School Discussion
B7FRT9618A40,Certified Recs 12_17_18.pdf,17/12/2018,Regular Meeting,Certified Recommendations
B7KRP76856DA,Central Closing Slide.pdf,17/12/2018,Regular Meeting,Central School Transition
B82W5J6ED953,Oath.VP.pdf,03/01/2019,Organizational Meeting,Oath of Office for Elected Vice President ~ Conducted by Treasurer/CFO Jeff Hall
B82W586ED1D6,Oath.President.pdf,03/01/2019,Organizational Meeting,Oath of Office for Elected President ~ Conducted by Treasurer/CFO Jeff Hall
B8AUXM64C8AE,School Counselor Presentation 12-17-2018.pdf,17/12/2018,Regular Meeting,Recognition/Presentation
B8NMZL5B0582,Bd - Policy 6423 ~ Revision.pdf,23/01/2019,Regular Meeting,New/Revised Board Policies ~ Final Reading
B8NN5Y5B55DA,Supplemental (R).pdf,23/01/2019,Regular Meeting,Supplemental Recommendations
B8NN475B464C,Classified 1-23-19 (R).pdf,23/01/2019,Regular Meeting,Classified Recommendations
B8NNER5B91EA,"PP - Applewood Centers, Inc.  Agreement.pdf",23/01/2019,Regular Meeting,"Applewood Centers, Inc. Agreement"
B8NNAM5B8405,Supt - OCS School Bus Bid 2019 Final.pdf,23/01/2019,Regular Meeting,2018-2019 Cooperative School Bus Purchasing Program
B8PPWZ61E9B5,SBRM.2019.banner (2).jpg,23/01/2019,Regular Meeting,Board Recognition
B8JN8M57EC51,Board Financial Report December 2018.pdf,23/01/2019,Regular Meeting,"Financial Report, December 2018"
B8NND35B8C1B,Supt - BBHHS Options Book Revision Summary 1-23-2019.pdf,23/01/2019,Regular Meeting,BBHHS Options Book Revision Summary 2019
B8NNF45B9ECE,Supt - Donations 1-23-2019.pdf,23/01/2019,Regular Meeting,Donations
B8NNET5B97B1,PP - CCBDD Tech Support Team Agreement.pdf,23/01/2019,Regular Meeting,Cuyahoga County Board of Developmental Disabilities Technical Support Team Agreement
B8NNM55BB1C5,T - Minutes  12-17-18 & 1-03-19.pdf,23/01/2019,Regular Meeting,"Meeting Minutes: December 17, 2018 and January 3, 2019"
B8NN435B40A7,HR - Certified 1-23-19.pdf,23/01/2019,Regular Meeting,Certified Recommendations
B8NMZN5B0970,Bd - Policy 6460 ~ New 1-23-2019 Final Rdg.pdf,23/01/2019,Regular Meeting,New/Revised Board Policies ~ Final Reading
B9QLVK541822,Vaccination Agreement 2-27-2019.pdf,27/02/2019,Regular Meeting,
B9QLVF540FD6,Supplemental 2_27_19.pdf,27/02/2019,Regular Meeting,Supplemental Recommendations
B9QLUL53EF1C,E-rate FY2019 - Brecksvile - ELIN-Co-term move (1).pdf,27/02/2019,Regular Meeting,Spectrum Communications Transfer Network Connectivity Service Central to Blossom Hill
B9QLV854028B,Certified 2_27_19.pdf,27/02/2019,Regular Meeting,Certified Recommendations
B9QLVD540A8D,Classified 2_27_19.pdf,27/02/2019,Regular Meeting,Classified Recommendations
B9QLVN541F5C,Settlement ~ Authorizing Settlement Agreement 2-27-2019.pdf,27/02/2019,Regular Meeting,Authorizing Settlement Agreement
B9QLZX543735,Financial Report January 2019.pdf,27/02/2019,Regular Meeting,"Financial Report, January 2019"
B9QLZH542B97,Donations 2-27-2019.pdf,27/02/2019,Regular Meeting,Donations
B9QM27544995,Minutes from 01-23 & 2-4-19.pdf,27/02/2019,Regular Meeting,"Meeting Minutes: January 23, 2019 and February 4, 2019"
B9SQML5EF06F,2020-2021 DRAFT #1   2-2019  R.pdf,27/02/2019,Regular Meeting,2020-2021 School Calendar
B9QLU553E43E,Brecksville 2019  E-rate - IA Contract.pdf,27/02/2019,Regular Meeting,Connect Ohio Internet Service Contract
B9XSJL63667C,2019-2020 Proposed Facility Improvements.pdf,27/02/2019,Regular Meeting,Board Member Committee Reports
B9YV68665DC8,Bus Services Facilities P.I. Budget Review 02.26.2019.pdf,27/02/2019,Regular Meeting,Board Member Committee Reports
B9XSMT639C42,Trans Fleet Structure PP 02.27.2019 Final.pdf,27/02/2019,Regular Meeting,Work Session Items
B9YV6E666645,Energy Cost Reduction BBHCS PI 2-19.pdf,27/02/2019,Regular Meeting,Board Member Committee Reports
B9XSJH635E14,2018-2019 Facility Improvement Highlights.pdf,27/02/2019,Regular Meeting,Board Member Committee Reports
BAUFWE40E569,Certificated Recs 4_3_19 Revised.pdf,03/04/2019,Regular Meeting ~ Original Meeting Date 3-27-2019,Certified Recommendations
BAUG2R41B7D7,Science MS Adoption 2018-2019.pdf,03/04/2019,Regular Meeting ~ Original Meeting Date 3-27-2019,Science Courses ~ Middle School
BAUJ454B17CC,Budget Modifications - March FY19.Revised Final.pdf,03/04/2019,Regular Meeting ~ Original Meeting Date 3-27-2019,Modification of Budget Appropriations
BAUHSW49E136,BBHCSD.Cellular Reimbursement for Administrators.pdf,03/04/2019,Regular Meeting ~ Original Meeting Date 3-27-2019,Cell Phone Stipend Discussion
BAUFZP4191A6,Supplemental Recommendations 4-3-2019.pdf,03/04/2019,Regular Meeting ~ Original Meeting Date 3-27-2019,Supplemental Recommendations
BAUHRU49CA1C,Trans Fleet Structure PP 02.27.2019 Final.pdf,03/04/2019,Regular Meeting ~ Original Meeting Date 3-27-2019,ODE Transportation Presentation/Bell Schedules
BAUG3241C563,Levy Resolution.pdf,03/04/2019,Regular Meeting ~ Original Meeting Date 3-27-2019,Tax Levy Resolution
BAUG3T41E2AD,Minutes from 2-27-19.pdf,03/04/2019,Regular Meeting ~ Original Meeting Date 3-27-2019,"Meeting Minutes: February 27, 2019"
BAUFZ24179F9,Classified Recommendations 4-3-2019.pdf,03/04/2019,Regular Meeting ~ Original Meeting Date 3-27-2019,Classified Recommendations
BAR3FZ6A319A,Assessment of Routing Impact by Central School Closure.pdf,03/04/2019,Regular Meeting ~ Original Meeting Date 3-27-2019,ODE Transportation Presentation/Bell Schedules
BAUFZZ419DFA,ESCNEO Primary Service Agreement R.pdf,03/04/2019,Regular Meeting ~ Original Meeting Date 3-27-2019,ESCNEO Primary Service Agreement 2019-2021
BAUG2T41BD0D,Donations 4-3-2019.pdf,03/04/2019,Regular Meeting ~ Original Meeting Date 3-27-2019,Donations
BAUG3Q41DE77,Financial Report February 2019.pdf,03/04/2019,Regular Meeting ~ Original Meeting Date 3-27-2019,"Financial Report, February 2019"
BAWHVH4A5184,LEED Project Checklist.BBHCSD.pdf,03/04/2019,Regular Meeting ~ Original Meeting Date 3-27-2019,Work Session Items
BAUG2641A3D6,CLE Hearing and Speech Agreement 4-3-2019.pdf,03/04/2019,Regular Meeting ~ Original Meeting Date 3-27-2019,Cleveland Hearing and Speech Agreement
BAWJ484B492A,Cell Phone Stipend.Survey.Board Policy.pdf,03/04/2019,Regular Meeting ~ Original Meeting Date 3-27-2019,Cell Phone Stipend Discussion
BAMNJ253B646,fm7544F2.doc,,,
BAMNHF51B505,fm8330F15.doc,,,
BAMNHW52D353,fm7544F1.doc,,,
BAMNHB51AC17,fm5113.02F1.doc,,,
BAMNH751A493,fm3120F2.doc,,,
BB336E6F62FF,TIF Summary Packet to BBHSD 4.2.19.pdf,03/04/2019,Regular Meeting ~ Original Meeting Date 3-27-2019,Work Session Items
BB33HW6F9545,Bell Schedules - Sheet1.pdf,03/04/2019,Regular Meeting ~ Original Meeting Date 3-27-2019,ODE Transportation Presentation/Bell Schedules
BB3KF25084F5,Classified Recs 4_10_19.pdf,10/04/2019,Special Meeting 5:30 p.m.,Classified Recommendations
BB4RKC6D5059,PresentationFacility Renovations  04.10.2019 (1).pdf,10/04/2019,Special Meeting 5:30 p.m.,Work Session Items
BBAN5Q48C263,Enrollment and Room Planning.pdf,17/04/2019,Special Board Meeting 4:30 p.m.,Work Session Items
BBCJ674B179F,Enrollment and Capacity..pdf,17/04/2019,Special Board Meeting 4:30 p.m.,Work Session Items
BBGPXH65A9A0,Lease BBHCSD v4.pdf,24/04/2019,Regular Meeting,PreKindergarten Lease
BBGPXZ65E918,Certified Recommendations 4_24_19.pdf,24/04/2019,Regular Meeting,Certified Recommendations
BBGPZ2663F9B,"Minutes  4-3-19, 4-10-19 & 4-17-19.pdf",24/04/2019,Regular Meeting,"Meeting Minutes: April 3, 2019, April 10, 2019, and April 17, 2019"
BBGPYE660654,MOU Akron University College Credit Plus FY20.pdf,24/04/2019,Regular Meeting,Akron University MOU College Credit Plus
BBGPY365EDBB,Classified Recommendations 4_24_19.pdf,24/04/2019,Regular Meeting,Classified Recommendations
BBGPYG660C34,MOU Cuy Com College College Credit Plus.pdf,24/04/2019,Regular Meeting,Cuyahoga Community College MOU College Credit Plus
BBGPYL66121D,MOU Kent State University College Credit Plus.pdf,24/04/2019,Regular Meeting,Kent State University MOU College Credit Plus
BBGPY565F2C3,Supplemental Recommendations 4 24 19.pdf,24/04/2019,Regular Meeting,Supplemental Recommendations
BBGPYY663AE6,Financial Report March 2019.pdf,24/04/2019,Regular Meeting,"Financial Report, March 2019"
BBGPYV663463,Sendero Contract 4-24-2019.pdf,24/04/2019,Regular Meeting,Sendero Contract
BBGPYP661CFB,2019 BBH Graduating Seniors.pdf,24/04/2019,Regular Meeting,2019 BBH Graduating Seniors
BBHKRP516712,TDA Agreement Resolution.4.23.19.pdf,24/04/2019,Regular Meeting,TDA Resolution
BBJG2J41B1F1,PLAIN DEALER LEGAL AFFIDAVID (2) 4-24-2019.pdf,24/04/2019,Regular Meeting,2018-2019 Cooperative School Bus Purchasing Program 1 of 3
BBJQDG50C67E,Assessment of Routing Impact by Central School Closure.pdf,24/04/2019,Regular Meeting,2018-2019 Cooperative School Bus Purchasing Program 2 of 3
BBJPP5658448,84-passenger #1 (1)  1 of 2.pdf,24/04/2019,Regular Meeting,2018-2019 Cooperative School Bus Purchasing Program 1 of 3
BBJPXB66B80A,72-PASSENGER #2  3 of 3.pdf,24/04/2019,Regular Meeting,2018-2019 Cooperative School Bus Purchasing Program 3 of 3
BBJPNZ65809D,54-passenger #1   1 of 2.pdf,24/04/2019,Regular Meeting,2018-2019 Cooperative School Bus Purchasing Program 1 of 3
BBJPXH66C015,84-PASSENGER #2    3 of 3.pdf,24/04/2019,Regular Meeting,2018-2019 Cooperative School Bus Purchasing Program 3 of 3
BBKGP544B295,MS Auditorium Renovation Campaign 4-24-2019.pdf,24/04/2019,Regular Meeting,Information
BBKKQV52C21E,8400 School Safety.pdf,24/04/2019,Regular Meeting,Revised Board Policies (1st Reading)
BBKKQF52AFB8,6325 Procurement - Federal Grants - Funds.pdf,24/04/2019,Regular Meeting,Revised Board Policies (1st Reading)
BBKKQ552A46B,0100 Definitions.pdf,24/04/2019,Regular Meeting,Revised Board Policies (1st Reading)
BBKKQX52C55A,8500 Food Services.pdf,24/04/2019,Regular Meeting,Revised Board Policies (1st Reading)
BBKKQH52B17D,6605 Crowdfunding.pdf,24/04/2019,Regular Meeting,Revised Board Policies (1st Reading)
BBKKQ752A704,5113.02 School Choice Options.pdf,24/04/2019,Regular Meeting,Revised Board Policies (1st Reading)
BBKKQD52AD7E,6320 Purchasing and Bidding.pdf,24/04/2019,Regular Meeting,Revised Board Policies (1st Reading)
BBKKQT52C044,7540.04 Staff Technology Acceptable Use and Safety.pdf,24/04/2019,Regular Meeting,Revised Board Policies (1st Reading)
BBKKQ952A902,"5610 Removal, Suspension, Expulsion and Permanent Exclusion of Students.pdf",24/04/2019,Regular Meeting,Revised Board Policies (1st Reading)
BBKKQR52BD71,"7540.02 Web Accessibility, Content, Apps and Services.pdf",24/04/2019,Regular Meeting,Revised Board Policies (1st Reading)
BBKKQB52AB80,5610.03 Emergency Removal of Students.pdf,24/04/2019,Regular Meeting,Revised Board Policies (1st Reading)
BBKKQM52B60C,7540 Technology.pdf,24/04/2019,Regular Meeting,Revised Board Policies (1st Reading)
BBKQVY60DE81,7530.01 Wireless Communication Allowance and Staff Use of Wireless Communication Devices R.pdf,24/04/2019,Regular Meeting,Revised Board Policies (1st Reading)
BBMSF3726845,Proposed.PTP.with Reinstated Coaching Positions.May 2019.pdf,24/04/2019,Regular Meeting,Additional Supplemental Positions Discussion
BBMSLM7338A5,TIF Summary Packet to BBHSD 4.2.19.pdf,24/04/2019,Regular Meeting,TIF Resolution
BBMSL673271E,BBHCSD.Resolution.Compensation Agreement.TIF.4.23.19.pdf,24/04/2019,Regular Meeting,TIF Resolution
BBQP6H5EFC1A,Resolution Pre K Lease 4-24-2019 Amended.pdf,24/04/2019,Regular Meeting,PreKindergarten Lease Resolution
BBT2XB759EE1,Responses to Mayor Alai Questions.4.22.19.pdf,24/04/2019,Regular Meeting,Information
BBT2X9759782,Mayor Alai questions to BOE.4.9.19.pdf,24/04/2019,Regular Meeting,Information
BBTPAP5E3BAB,BBHCSD - Compensation Agreement v 3 (4829-2494-3250).042419.pdf,24/04/2019,Regular Meeting,TIF Resolution
BC35P778AB83,MS Fire Safety Resolution.pdf,24/04/2019,Regular Meeting,Middle School Fire Protection Resolution
BCCR9V6B65F4,Financial Report April 2019.pdf,22/05/2019,Regular Meeting,"Financial Report, April 2019"
BCCR7T6B1730,Classified  5_22_19 (5).pdf,22/05/2019,Regular Meeting,Classified Recommendations
BCCR6T6AD098,TDA Contract rev 2-26-19 (002) (2) 5-22-2019.pdf,22/05/2019,Regular Meeting,ThenDesign Architecture (TDA) Agreement
BCCRA66B8A8C,Nelson Commissioning.pdf,22/05/2019,Regular Meeting,Nelson Commissioning
BCCR7Z6B24A1,Overnight Travel - Orlando April 2020.pdf,22/05/2019,Regular Meeting,Out-of-State Field Trip ~ BBHHS Marching Band
BCCR9X6B6AC1,Minutes  4-24-2019.pdf,22/05/2019,Regular Meeting,"Meeting Minutes: April 24, 2019"
BCCR886B28E5,Alliance Higher Quality Membership.pdf,22/05/2019,Regular Meeting,Alliance for High Quality Education Membership
BCCR7P6B1216,Certified 5_22_19 (4).pdf,22/05/2019,Regular Meeting,Certified Recommendations
BCCR6Z6ADBD1,Cell Phone Stipends 5-22-2019.pdf,22/05/2019,Regular Meeting,Cell Phone Stipend
BCCUUM6ED45F,Supplemental Recommendations.05.22.19.pdf,22/05/2019,Regular Meeting,Supplemental Recommendations
BCDR9W64CD56,5610.03 Emergency Removal of Students.pdf,22/05/2019,Regular Meeting,Revised Board Policies (Final Reading)
BCDRAX64E19D,8400 School Safety.pdf,22/05/2019,Regular Meeting,Revised Board Policies (Final Reading)
BCDRAT64DF2F,"7540.02 Web Accessibility, Content, Apps and Services.pdf",22/05/2019,Regular Meeting,Revised Board Policies (Final Reading)
BCDR9Y64CD62,6320 Purchasing and Bidding.pdf,22/05/2019,Regular Meeting,Revised Board Policies (Final Reading)
BCDRAJ64DADF,6605 Crowdfunding.pdf,22/05/2019,Regular Meeting,Revised Board Policies (Final Reading)
BCDRAZ64E2B4,8500 Food Services.pdf,22/05/2019,Regular Meeting,Revised Board Policies (Final Reading)
BCDRAR64DDAC,7540 Technology.pdf,22/05/2019,Regular Meeting,Revised Board Policies (Final Reading)
BCDRAB64D87D,6325 Procurement - Federal Grants - Funds.pdf,22/05/2019,Regular Meeting,Revised Board Policies (Final Reading)
BCDRAV64E064,7540.04 Staff Technology Acceptable Use and Safety.pdf,22/05/2019,Regular Meeting,Revised Board Policies (Final Reading)
BCDRAM64DC7F,7530.01 Wireless Communication Allowance and Staff Use of Wireless Communication Devices R.pdf,22/05/2019,Regular Meeting,Revised Board Policies (Final Reading)
BCDRA564D299,"5610 Removal, Suspension, Expulsion and Permanent Exclusion of Students.pdf",22/05/2019,Regular Meeting,Revised Board Policies (Final Reading)
BCDR9P64C7AB,5113.02 School Choice Options.pdf,22/05/2019,Regular Meeting,Revised Board Policies (Final Reading)
BCDR9M64C5FD,0100 Definitions.pdf,22/05/2019,Regular Meeting,Revised Board Policies (Final Reading)
BCETLU770157,PSO Recap 2018-19.pdf,22/05/2019,Regular Meeting,PSO Presidents' Report ~ Philip Shipman
BCLKW25072F4,BBHCSD MayFY19 FCST Assumptions.pdf,22/05/2019,Regular Meeting,"Five-Year Forecast, May 2019"
BCLKVY5072A3,5yr FCST Powerpoint 052219.pdf,22/05/2019,Regular Meeting,"Five-Year Forecast, May 2019"
BD3UMP78AD9F,BBHCSD 060319 DD Estimate - VE meeting.pdf,12/06/2019,Special Meeting 4:30 p.m.,Work Session Items
