folder_id,real_filename,meeting_date,meeting_name,belongs_to
BXGM2B5759B5,FINSUMM (2).PDF,27/01/2021,Regular Meeting,Financial Report
BXGMUE59C064,Deposit Application 2021.pdf,27/01/2021,Regular Meeting,Depository Agreement with Dollar Bank
BXGN6X5D7D26,dico_2021MinimumWageposter.pdf,27/01/2021,Regular Meeting,Increase in Ohio minimum wage
BXGTEK6DFAE0,SBTrip2021-Budget.pdf,27/01/2021,Regular Meeting,High School Softball Spring Trip
BXGTEN6DFCB3,SBTrip2021-TENTAT Itiner.pdf,27/01/2021,Regular Meeting,High School Softball Spring Trip
BXGTHK6E287C,Southeastern Baseball Classic Information & Itinerary 2021.pdf,27/01/2021,Regular Meeting,High School Baseball Spring Trip
BXHM8559E6F6,Options Book Changes 2021-22.pdf,27/01/2021,Regular Meeting,High School Options Catalog Changes
BXHQYQ6B9E03,Certified Staffing Template 01272021.pdf,27/01/2021,Regular Meeting,Certified Recommendations
BXHR2U6BE801,"XC SS, Fall, 2020 01272021.pdf",27/01/2021,Regular Meeting,Supplemental Recommendations
BXHRGL6C2E1A,Minimum Wage Ohio.pdf,27/01/2021,Regular Meeting,Increase in Ohio minimum wage
BXHRUZ6E451B,KG ANALYSIS.pdf,27/01/2021,Regular Meeting,Kindergarten Discussion
BXL45D09DCF1,JAN CFO REPORT.pdf,27/01/2021,Regular Meeting,Financial Report
BXN57P0EE319,Resolution Approving Purchase Under COG Contract.pdf,27/01/2021,Regular Meeting,Design-Build Services for HVAC Improvements
BXNT8T759FEB,Classified Staffing Agenda 01272021.pdf,27/01/2021,Regular Meeting,Classified Recommendations
BYAHHN4898EB,BrecksvilleBroadviewHtsCSD 1-26-21.pdf,24/02/2021,Regular Meeting,GAAP Audit Services Contract
BYAJKP4D9270,Minutes from 1.27.21.pdf,24/02/2021,Regular Meeting,Minutes
BYAKF35146F2,FY21 Credit Card Compliance Report.pdf,24/02/2021,Regular Meeting,Credit Card Compliance Report
BYALEZ564398,Jan Checks.pdf,24/02/2021,Regular Meeting,Financial Report
BYALEX56438D,Jan 21 Bank Reconciliation.pdf,24/02/2021,Regular Meeting,Financial Report
BYBKVM510B92,BBCSD-2021 Roof Replcmnt Pjcts-High Schl.-Middle Schl.pdf,24/02/2021,Regular Meeting,High School and Middle School Roof Replacement
BYBKVP510D0B,BBCSD-High School-Middle School Rebid Bid Results.pdf,24/02/2021,Regular Meeting,High School and Middle School Roof Replacement
BYCKLM5250B5,BBH Monthly Update Memorandum - February 2021.pdf,24/02/2021,Regular Meeting,Pre-K5 Building Project Update - REPORT ONLY
BYDR2F6BDA36,"XC SS, Fall, Spplemental B 02242021.pdf",24/02/2021,Regular Meeting,Supplemental B Recommendations
BYGKKD523A41,FEB CFO Report.pdf,24/02/2021,Regular Meeting,Financial Report
BYHUEG78DD11,Classified Staffing Agenda 02242021.pdf,24/02/2021,Regular Meeting,Classified Recommendations
BYJKVS53252B,Certificate of Insurance.pdf,24/02/2021,Regular Meeting,Gardiner Contract Approval
BYJKW4533144,Workers Comp Cert.pdf,24/02/2021,Regular Meeting,Gardiner Contract Approval
BYJKVU532AEE,Ex B-2 (Cert of Fin Completion) (00664129xA180B).pdf,24/02/2021,Regular Meeting,Gardiner Contract Approval
BYJKQY530BE5,Ex B (Scope) with AI Agreement (1).pdf,24/02/2021,Regular Meeting,Gardiner Contract Approval
BYJKQ952EFFF,_Brecksville Agreement 021920 (2).pdf,24/02/2021,Regular Meeting,Gardiner Contract Approval
BYJS3H5F6EB6,"XC SS, Fall, Supplemental A 02242021.pdf",24/02/2021,Regular Meeting,Supplemental A Recommendations
BYXHMJ489C50,ESC Agreement.pdf,24/03/2021,Regular Meeting,ESC Agreement
BZ2K454FFA1A,MAR CFO REPORT.pdf,24/03/2021,Regular Meeting,Financial Report
BZ2K3X4FF472,chkreg3_16872.pdf,24/03/2021,Regular Meeting,Financial Report
BZ2K4R501402,Brecksville-Broadview Heights SD.pdf,24/03/2021,Regular Meeting,Tax Rate Resolution
BZ2K3Z4FF54D,cashposn_16954.pdf,24/03/2021,Regular Meeting,Financial Report
BZ7GW2443DEE,2021 Michigan Midwest VEX (1).pdf,24/03/2021,Regular Meeting,Robotics Team Regional Showcase Travel
BZ7GW4443F64,2021 Virginia.pdf,24/03/2021,Regular Meeting,Robotics Team Regional Showcase Travel
BZ9M8859F6E1,"XC SS, Fall, 03242021.pdf",24/03/2021,Regular Meeting,Supplemental Recommendations
BZCH2L466479,BBH Monthly Update Memorandum - March 2021.pdf,24/03/2021,Regular Meeting,Pre-K5 Building Project Update - REPORT ONLY
BZCJJV4CC2CC,Classified Staffing Agenda 03242021.pdf,24/03/2021,Regular Meeting,Classified Recommendations
BZDG8N4297F7,ODOT SRTS Non-infrastructure Grant Resolution.pdf,24/03/2021,Regular Meeting,ODOT SRTS Non-Infrastructure Grant
BZDJKY4DA06A,"Minutes from 2.24.2021, 3.1.2021 & 3.15.2021.pdf",24/03/2021,Regular Meeting,Minutes
BZDJJN4D6F40,22-23 BOE Agenda.pdf,24/03/2021,Regular Meeting,2022-2023 School Calendar
BZEM9L59F484,Scanned Documents (91).pdf,06/01/2021,Organizational Meeting,Appointment of Board President
BZEM9S5A01C9,Scanned Documents (90).pdf,06/01/2021,Organizational Meeting,Appointment of Board Vice President
BZEQWE68DA2D,Certified Staffing Template - Certified  Staffing Agenda 03_24_2021 (1).pdf,24/03/2021,Regular Meeting,Certified Recommendations
BZMJ5K4B835F,StudentSchoolGrade PIL 2020-2021 rev04.21.pdf,06/04/2021,Special Meeting,Payment in Lieu of Transportation
BZMJ6G4BA59B,Resolution Approving HVAC Change Order w ESSER Funds.pdf,06/04/2021,Special Meeting,Additional HVAC Upgrades
BZZG5941C096,Brecksville-Broadview Hts HS MOU 21-22.pdf,28/04/2021,Regular Meeting,College Now MOU
C2AG4441EA1D,Minutes from 3.24.21 & 4.06.21.pdf,28/04/2021,Regular Meeting,Minutes
C2AP4F62C5CE,BBH Monthly Update Memorandum - April 2021.pdf,28/04/2021,Regular Meeting,Pre-K5 Building Project Update - REPORT ONLY
C2BHFE484532,po1422.pdf,28/04/2021,Regular Meeting,Board Policy Revisions First Read
C2BHFG4846C7,po1623.pdf,28/04/2021,Regular Meeting,Board Policy Revisions First Read
C2BHFJ484850,po1662.pdf,28/04/2021,Regular Meeting,Board Policy Revisions First Read
C2BHFL48499A,po2240.pdf,28/04/2021,Regular Meeting,Board Policy Revisions First Read
C2BHFN484B11,po2260.01.pdf,28/04/2021,Regular Meeting,Board Policy Revisions First Read
C2BHFQ484CDA,po2260.pdf,28/04/2021,Regular Meeting,Board Policy Revisions First Read
C2BHFU484E44,po3122.pdf,28/04/2021,Regular Meeting,Board Policy Revisions First Read
C2BHFW484F93,po3123.pdf,28/04/2021,Regular Meeting,Board Policy Revisions First Read
C2BHFY48513B,po3362.pdf,28/04/2021,Regular Meeting,Board Policy Revisions First Read
C2BHG24852CA,po4122.pdf,28/04/2021,Regular Meeting,Board Policy Revisions First Read
C2BHG4485461,po4123.pdf,28/04/2021,Regular Meeting,Board Policy Revisions First Read
C2BHGB485A68,po4362.pdf,28/04/2021,Regular Meeting,Board Policy Revisions First Read
C2BHGD485BC4,po5517.pdf,28/04/2021,Regular Meeting,Board Policy Revisions First Read
C2BHGF485CE8,po8500.pdf,28/04/2021,Regular Meeting,Board Policy Revisions First Read
C2BRKG6A4773,po6114.pdf,28/04/2021,Regular Meeting,Board Policy Revisions First Read
C2BRKJ6A4981,po6152.pdf,28/04/2021,Regular Meeting,Board Policy Revisions First Read
C2BRKL6A4B8D,po6423.pdf,28/04/2021,Regular Meeting,Board Policy Revisions First Read
C2BRKN6A4CFE,po6600.pdf,28/04/2021,Regular Meeting,Board Policy Revisions First Read
C2BRKQ6A4F5D,po7450.pdf,28/04/2021,Regular Meeting,Board Policy Revisions First Read
C2BRKS6A5177,po7455.pdf,28/04/2021,Regular Meeting,Board Policy Revisions First Read
C2BRKU6A52FB,po8510.pdf,28/04/2021,Regular Meeting,Board Policy Revisions First Read
C2CKW852577F,"XC SS, Fall, 2020 (Brian)20210419081759.pdf",28/04/2021,Regular Meeting,Supplemental Recommendations
C2CKYP542B8A,Public School Works Contract.pdf,28/04/2021,Regular Meeting,Public School Works Contract
C2DL6854FCFF,Bank Reconciliations FY21.xlsx - March 2021.pdf,28/04/2021,Regular Meeting,Financial Report
C2DL6A54FD04,March Checks.pdf,28/04/2021,Regular Meeting,Financial Report
C2DL6C54FD09,March Fund Summary.pdf,28/04/2021,Regular Meeting,Financial Report
C2DL6E54FD57,APRIL CFO REPORT.pdf,28/04/2021,Regular Meeting,Financial Report
C2FGAA42A855,po7440.01.pdf,28/04/2021,Regular Meeting,Board Policy Revisions First Read
C2FJX84F315D,Certified Staffing Agenda 04282021.pdf,28/04/2021,Regular Meeting,Certified Recommendations
C2GPC563A1EA,po6325.pdf,28/04/2021,Regular Meeting,Board Policy Revisions First Read
C2GQWQ6AB0B0,Facility Improvement 5 Yr Plan 04-2021.pdf,28/04/2021,Regular Meeting,Board Member Committee Reports
C2H3RE081BDC,District Facility Improvements 2020-2021.pdf,28/04/2021,Regular Meeting,Board Member Committee Reports
C2H3RW082DD8,District Facility Improvements 2021-2022 (1).pdf,28/04/2021,Regular Meeting,Board Member Committee Reports
C2HS7V6E7EBD,Classified Staffing Agenda 04282021.pdf,28/04/2021,Regular Meeting,Classified Recommendations
C2JPED639B85,RESOURCES MODIFICATION 4.28.21 rev1.pdf,28/04/2021,Regular Meeting,Resources and Budget Modifications
C2JPEF639B8E,BUDGET MODIFICATION 4.28.21 rev1.pdf,28/04/2021,Regular Meeting,Resources and Budget Modifications
C2WSX9701580,Resolution of Urgent Necessity HS Domestic Hot Water System (1).pdf,11/05/2021,Special Meeting 4:00 p.m.,Declaring an Emergency to replace domestic hot water supply at the HS
C2YMKD5A9F1C,Akron MOU.pdf,26/05/2021,Regular Meeting,University of Akron MOU
C2YMKF5AADD2,Kent State MOU.pdf,26/05/2021,Regular Meeting,Kent State University MOU
C2YMKK5AB634,Lorain MOU.pdf,26/05/2021,Regular Meeting,Lorain Community College MOU
C2YML25ACF63,Tri-C MOU BBHCSD.pdf,26/05/2021,Regular Meeting,Tri-C MOU
C2YMLF5AE5E3,OHSAA Resolution.pdf,26/05/2021,Regular Meeting,OHSAA Resolution
C2YMLP5AF1EB,SBTrip2022-Budget.pdf,26/05/2021,Regular Meeting,
C2YMLV5AFD0A,CHSC EdAud Brecksville-BVH Contract 2021-2023.pdf,26/05/2021,Regular Meeting,Cleveland Hearing and Speech Contract
C36GLY4465A7,suburban contract.pdf,26/05/2021,Regular Meeting,Suburban Transport Contract
C36JEQ4BD622,po1422.pdf,26/05/2021,Regular Meeting,Board Policy Revisions Second Reading
C36JES4BD76A,po1623.pdf,26/05/2021,Regular Meeting,Board Policy Revisions Second Reading
C36JEY4BD9BF,po1662.pdf,26/05/2021,Regular Meeting,Board Policy Revisions Second Reading
C36JF24BDBA5,po2240.pdf,26/05/2021,Regular Meeting,Board Policy Revisions Second Reading
C36JF94BDDC9,po2260.pdf,26/05/2021,Regular Meeting,Board Policy Revisions Second Reading
C36JFG4BDFB8,po2260.01.pdf,26/05/2021,Regular Meeting,Board Policy Revisions Second Reading
C36JFL4BE1E7,po3122.pdf,26/05/2021,Regular Meeting,Board Policy Revisions Second Reading
C36JFR4BE38C,po3123.pdf,26/05/2021,Regular Meeting,Board Policy Revisions Second Reading
C36JFU4BE536,po3362.pdf,26/05/2021,Regular Meeting,Board Policy Revisions Second Reading
C36JHW4BE6B8,po4122.pdf,26/05/2021,Regular Meeting,Board Policy Revisions Second Reading
C36JHY4BE824,po4123.pdf,26/05/2021,Regular Meeting,Board Policy Revisions Second Reading
C36JJ24BEA0E,po4362.pdf,26/05/2021,Regular Meeting,Board Policy Revisions Second Reading
C36JJ94BEC95,po5517.pdf,26/05/2021,Regular Meeting,Board Policy Revisions Second Reading
C36JJD4BEF0A,po6114.pdf,26/05/2021,Regular Meeting,Board Policy Revisions Second Reading
C36JJJ4BF168,po6152.pdf,26/05/2021,Regular Meeting,Board Policy Revisions Second Reading
C36JLL4BF66A,po6325.pdf,26/05/2021,Regular Meeting,Board Policy Revisions Second Reading
C36JLP4BF9BA,po6423.pdf,26/05/2021,Regular Meeting,Board Policy Revisions Second Reading
C36JLU4BFB9E,po6600.pdf,26/05/2021,Regular Meeting,Board Policy Revisions Second Reading
C36JLY4BFDD1,po7440.01.pdf,26/05/2021,Regular Meeting,Board Policy Revisions Second Reading
C36JM44BFF4F,po7450.pdf,26/05/2021,Regular Meeting,Board Policy Revisions Second Reading
C36JM64C00EF,po7455.pdf,26/05/2021,Regular Meeting,Board Policy Revisions Second Reading
C36JM94C0264,po8500.pdf,26/05/2021,Regular Meeting,Board Policy Revisions Second Reading
C36NL2605082,BBHHS  2020-2021 Graduates.pdf,26/05/2021,Regular Meeting,2021 BBHHS Graduates
C37H3T452934,STEPS Contract.pdf,26/05/2021,Regular Meeting,STEPS Contract
C37J764BBF7B,po8510.pdf,26/05/2021,Regular Meeting,Board Policy Revisions Second Reading
C37L4P5473DF,BBH Monthly Update Memorandum - May 2021.pdf,26/05/2021,Regular Meeting,Pre-K5 Building Project Update - REPORT ONLY
C37L8M54EA32,FY22 Fees.pdf,26/05/2021,Regular Meeting,Student Fees for 2021-2022
C38LLX5721A3,Bank Reconciliations FY21.xlsx - April 2021.pdf,26/05/2021,Regular Meeting,Financial Report
C38LLZ57225B,cashposn_30635.pdf,26/05/2021,Regular Meeting,Financial Report
C38LM357231B,chkreg3_30739.pdf,26/05/2021,Regular Meeting,Financial Report
C38LS4574824,MAY CFO REPORT.pdf,26/05/2021,Regular Meeting,Financial Report
C3AL7Z553FCB,May 2021 Update.pdf,26/05/2021,Regular Meeting,May 2021 5 Year Forecast Update
C3BN6Q551798,4_28_21.pdf,26/05/2021,Regular Meeting,Minutes
C3BN6S5518D6,5_11_21.pdf,26/05/2021,Regular Meeting,Minutes
C3CHV34A4564,Classified Staffing Agenda 05262021.pdf,26/05/2021,Regular Meeting,Classified Recommendations
C3CMNG5C0DAB,Administrator Salary Schedule (2016-2021)v.7.pdf,26/05/2021,Regular Meeting,Administrative Salary Schedule
C3DSWB74A44A,Certified Staffing Agenda 05262021.pdf,26/05/2021,Regular Meeting,Certified Recommendations
C3KHAE45E48D,Cleveland Clinic Contract.pdf,30/06/2021,Regular Meeting,Cleveland Clinic Lerner School for Autism Contract
C3KHAG45E613,Cleveland Clinic Contract 2.pdf,30/06/2021,Regular Meeting,Cleveland Clinic Lerner School for Autism Contract
C3LLU5525FCF,21.05.24 SS Agreement Brecksville Broadview Heights.pdf,30/06/2021,Regular Meeting,
C3MGTN455AE2,May 2021 Update.pdf,26/05/2021,Regular Meeting,May 2021 5 Year Forecast Update
C3MGVF4568C7,Technology update.pdf,26/05/2021,Regular Meeting,Technology Audit update
C3MGVR458D89,Special Education Audit Update.pdf,26/05/2021,Regular Meeting,Special Education Audit update
C3MMQK5BB66B,District ESC Agreement 2021-22.pdf,30/06/2021,Regular Meeting,District ESC Agreement
C3X2FH499E93,21.05.24 SS Agreement Brecksville Broadview Heights.pdf,30/06/2021,Regular Meeting,"Property, Casualty and Liability Insurance Coverage Proposal"
C3X2FK49A067,2021-2022 BBHCSD OSP Coverage Proposal.pdf,30/06/2021,Regular Meeting,"Property, Casualty and Liability Insurance Coverage Proposal"
C3X2FW49B28D,Board Doc Minutes 5-26-21.pdf,30/06/2021,Regular Meeting,Minutes
C3VJLE4DAF5C,Scanned Document.pdf,,,
C3YFK43EE07C,Scanned Document (1).pdf,,,
C49GHS43EE6D,ucp.pdf,30/06/2021,Regular Meeting,UCP Contract
C49KCH4CB7DD,BBH Monthly Update Memorandum - June 2021.pdf,30/06/2021,Regular Meeting,Pre-K5 Building Project Update - REPORT ONLY
C49NE95CEEAD,ESY VI Contract.pdf,30/06/2021,Regular Meeting,ESY ESC Contract
C4BGWE45C78B,2021-2022 Brecksville-Broadview Heights and Koinonia Contract.doc.pdf,30/06/2021,Regular Meeting,Koinonia Contract
C4BV8X7F92C8,Bank Reconciliations FY21.xlsx - May 2021.pdf,30/06/2021,Regular Meeting,Financial Report
C4BV957F9973,cashposn_30528.pdf,30/06/2021,Regular Meeting,Financial Report
C4BV977F9988,chkreg3_30489.pdf,30/06/2021,Regular Meeting,Financial Report
C4BV997F9A15,JUNE CFO REPORT.pdf,30/06/2021,Regular Meeting,Financial Report
C4BVBW8001BC,Transfer Requests - Board Agenda 6.30.21.pdf,30/06/2021,Regular Meeting,Transfer Request
C4E28E00EEA8,FINAL AMD CERT FY21.pdf,30/06/2021,Regular Meeting,Final FY21 Appropriations and Estimated Resources
C4E28G00EEB0,6.30.2021 FINAL BUDGET AND RESOURCE ADJUSTMENTS.pdf,30/06/2021,Regular Meeting,Final FY21 Appropriations and Estimated Resources
C4E28J00EEBB,FINAL APPROPRIATIONS FY21.pdf,30/06/2021,Regular Meeting,Final FY21 Appropriations and Estimated Resources
C4EG3441C7D3,EduTech Revised 6.30.2021.pdf,30/06/2021,Regular Meeting,EduTech Group Technology Contract
C4FGJM440D35,FY22 APPROPRIATIONS.pdf,30/06/2021,Regular Meeting,FY22 Appropriations and Estimated Resources
C4GM63599DF0,"XC SS, Fall, 2021 06302021.pdf",30/06/2021,Regular Meeting,Supplemental Recommendations
C4GN245D98B2,Certified Staffing 06302021.pdf,30/06/2021,Regular Meeting,Certified Recommendations
C4GN2Q5DA936,Classified Staffing Agenda 06302021.pdf,30/06/2021,Regular Meeting,Classified Recommendations
C4JQ9U684365,Separation Agreement.pdf,30/06/2021,Regular Meeting,Separation Agreement
C4PHJD477518,koinonia.pdf,21/07/2021,Regular Meeting,
C4PHJT4794CC,americas best.pdf,21/07/2021,Regular Meeting,Americas Best Contract
C4QM7S568707,20-21 PIL (1).pdf,21/07/2021,Regular Meeting,Payment in Lieu of Transportation
C4QPBG63CEDF,BBH Monthly Update Memorandum - July 2021.pdf,21/07/2021,Regular Meeting,Pre-K5 Building Project Update - REPORT ONLY
C53KSM519CD2,Bank Reconciliations FY21.xlsx - June 2021 (1).pdf,21/07/2021,Regular Meeting,Financial Report
C53KSP519D76,cashposn_17375.pdf,21/07/2021,Regular Meeting,Financial Report
C53KSR519E65,chkreg3_17147.pdf,21/07/2021,Regular Meeting,Financial Report
C53KSV519FC8,JULY CFO REPORT.pdf,21/07/2021,Regular Meeting,Financial Report
C53QQF6A67AD,Board Book Rate Proposal- HS Clubs 2021-2022.pdf,21/07/2021,Regular Meeting,Pay to Participate Fees for 2021-2022
C53QVP6B2BEF,MS Sports and Clubs PTP 2021-2022 (2).pdf,21/07/2021,Regular Meeting,Pay to Participate Fees for 2021-2022
C53QVR6B2BF3,HS Sports PTP 2021-2022.pdf,21/07/2021,Regular Meeting,Pay to Participate Fees for 2021-2022
C53QYY6B7C36,Facility Improvements BOE Presentation 7.21.2021.pdf,21/07/2021,Regular Meeting,Permanent Improvement Summer Update
C542DV01BB78,Special Meeting 7_6_21.pdf,21/07/2021,Regular Meeting,Minutes
C542E901C95F,Regular Meeting 6_30_21.pdf,21/07/2021,Regular Meeting,Minutes
C54S4K70AADC,Administrator Salary Schedule (2021-2024).pdf,21/07/2021,Regular Meeting,Administrative and Administrative Support Authorizations
C54S4N70B060,Administrative Support Salary Schedule (2021-2024.pdf,21/07/2021,Regular Meeting,Administrative and Administrative Support Authorizations
C55T8Z75AD19,Certified Staffing Agenda 07212021.pdf,21/07/2021,Regular Meeting,Certified Recommendations
C55T9675B5DB,Classified Staffing Agenda 07212021.pdf,21/07/2021,Regular Meeting,Classified Recommendations
C5EJEH4CCEC6,Brecksville-Broadview Heights City Schools Annual Filing ORC Section 135.142 (C).pdf,25/08/2021,Regular Meeting 7:00 PM,Annual Reporting of Commercial Paper ORC 135.142 (C)
C5MLTN57F13D,Regular Meeting 07_21_21.pdf,25/08/2021,Regular Meeting 7:00 PM,Minutes
C5QPDD63FF50,Agreement for Provision of Special Education and Certain Related Services (2021-2022)-Brecksville-Broadview Hts (2).pdf,25/08/2021,Regular Meeting 7:00 PM,Monarch - Bellefaire Contract
C5RHCD4605C4,21-22 Proposal for Overnight BBHHS Band Trip.pdf,25/08/2021,Regular Meeting 7:00 PM,BBHHS Marching Bees 2022 March Disney Trip Proposal
C5RJZX4BD75F,Rehire Agenda 2021-2022.pdf,10/08/2021,Special Meeting,Re-Hire of Certified Personnel
C5RK264BEBE4,Classified Staffing Agenda 08102021.pdf,10/08/2021,Special Meeting,Classified Personnel Recommendations
C5RTP8765EC0,"August 10, 2021 - Special Board Meeting (2).pdf",10/08/2021,Special Meeting,Beginning of 2021-2022 School Year - Safety Protocols and COVID-19 Discussion
C5ZGZ7462FF8,BBH Monthly Update Memorandum - August 2021.pdf,25/08/2021,Regular Meeting 7:00 PM,Pre-K5 Building Project Update - REPORT ONLY
C5ZH5K46D450,July Cash Position.pdf,25/08/2021,Regular Meeting 7:00 PM,Financial Report
C5ZH5P46D904,July Check Register.pdf,25/08/2021,Regular Meeting 7:00 PM,Financial Report
C5ZH9D476258,Bus Purchasing Resolution.pdf,25/08/2021,Regular Meeting 7:00 PM,Ohio Schools Council Bus Purchasing Resolution
C5ZHNQ494E28,Cardinal OSC April 2021 Bus Quote 77-78 Passanger Transit.pdf,25/08/2021,Regular Meeting 7:00 PM,Bus Purchasing - Two (2) 77/78-Passenger School Buses
C5ZHVV4A0EAC,AUG CFO Report.pdf,25/08/2021,Regular Meeting 7:00 PM,Financial Report
C5ZHWH4A4FCF,Bank Reconciliations FY22.xlsx - July 21 (1).pdf,25/08/2021,Regular Meeting 7:00 PM,Financial Report
C5ZJ9L4C1B10,ESC Hearing Contract.pdf,25/08/2021,Regular Meeting 7:00 PM,ESC Contracts
C5ZJCX4C1EE1,ESC Visual Contract.pdf,25/08/2021,Regular Meeting 7:00 PM,ESC Contracts
C5ZL2G5469B0,2021-2022 Bus Routes.pdf,25/08/2021,Regular Meeting 7:00 PM,2021-2022 Bus Routes
C5ZLBE55BEAD,21-22_High School Handbook.pdf,25/08/2021,Regular Meeting 7:00 PM,2021-2022 Handbooks
C5ZLD355FD9B,21-22 Handbook changes High School.pdf,25/08/2021,Regular Meeting 7:00 PM,2021-2022 Handbooks
C5ZQ5V63CCEB,2021-2022 Middle School Handbook.pdf,25/08/2021,Regular Meeting 7:00 PM,2021-2022 Handbooks
C5ZQDD65A0EF,"Chippewa Final Handbook 2021-2022 entire handbook updated June, 2021.docx.pdf",25/08/2021,Regular Meeting 7:00 PM,2021-2022 Handbooks
C5ZQFY65DA36,Highland Handbook 2021-2022.docx.pdf,25/08/2021,Regular Meeting 7:00 PM,2021-2022 Handbooks
C5ZQGH65F5A8,Hilton Handbook Final 2021-2022 Hartland.pdf,25/08/2021,Regular Meeting 7:00 PM,2021-2022 Handbooks
C5ZQGQ66098C,Preschool Handbook 2021-2022.pdf,25/08/2021,Regular Meeting 7:00 PM,2021-2022 Handbooks
C5ZQK466C7B0,Valley Ford Truck Inc. Ltr of Intent 08.16.2021.pdf,25/08/2021,Regular Meeting 7:00 PM,Purchase Ford F550 Truck
C62R5K69A6BC,BBHCSD HC Parking - revised.pdf,25/08/2021,Regular Meeting 7:00 PM,Baseball and Softball Field ADA Accessible Parking
C62R5M69A8F5,BBHCSD HC Parking Design.pdf,25/08/2021,Regular Meeting 7:00 PM,Baseball and Softball Field ADA Accessible Parking
C63FTV40B714,Special Meeting 08_10_21.pdf,25/08/2021,Regular Meeting 7:00 PM,Minutes
C63GZ245FD1E,"August 18, 2021 - Administrative Personnel Guidelines 2021-2024 - Red Line.pdf",25/08/2021,Regular Meeting 7:00 PM,
C63HA6478079,"August 18, 2021 - Admin Support Pers Guidelines 2021-2024 - Red Line.pdf",25/08/2021,Regular Meeting 7:00 PM,
C66QW96A7331,Certified Staffing Agenda 08252021.pdf,25/08/2021,Regular Meeting 7:00 PM,Certified Recommendations
C66SQD6FE4C5,Admin Support 2021-2024 - 8.2021 BOE.pdf,25/08/2021,Regular Meeting 7:00 PM,Administrative and Administrative Support Personnel Guidelines
C66SQG6FE735,Admin Guidelines 2021-2024 - 8.2021 BOE.pdf,25/08/2021,Regular Meeting 7:00 PM,Administrative and Administrative Support Personnel Guidelines
C6847V0A3AF1,Resolution Regarding Mutiple Readings Waiver.pdf,25/08/2021,Regular Meeting 7:00 PM,Resolution to Amend Policy
C6847X0A3B04,Amended Mask Policy.pdf,25/08/2021,Regular Meeting 7:00 PM,Resolution to Amend Policy
C68M9F5A254C,Classified Staffing Agenda 08252021.pdf,25/08/2021,Regular Meeting 7:00 PM,Classified Recommendations
C68R4T6AC8C7,XC SS 08252021.pdf,25/08/2021,Regular Meeting 7:00 PM,Supplemental Recommendations
C6NKNV508509,Bank Reconciliations FY22.xlsx - August 21.pdf,29/09/2021,Regular Meeting,Financial Report
C6WM895861D8,Stadium Track Repair Replacement.pdf,29/09/2021,Regular Meeting,
C6WM8C588214,2022 Roof Replacement High School.pdf,29/09/2021,Regular Meeting,High School Roof Replacement
C6XFQR404229,BBH Monthly Update Memorandum - September 2021.pdf,29/09/2021,Regular Meeting,Pre-K5 Building Project Update - REPORT ONLY
C6XJK54D7F6A,Amended Policy 8450.01 Final Form.pdf,29/09/2021,Regular Meeting,Amended Board Policy ~ Final Reading
C7FSY551DB54,cashposn_16418.pdf,29/09/2021,Regular Meeting,Financial Report
C7FSY751DC14,chkreg3_16598.pdf,29/09/2021,Regular Meeting,Financial Report
C76Q2V66EA98,Certified Staffing Agenda 09292021 .pdf,29/09/2021,Regular Meeting,Certified Recommendations
C76Q4P677D8A,Supplementals 09292021 .pdf,29/09/2021,Regular Meeting,Supplemental Recommendations
C79LRM55F3D0,September CFO Report.pdf,29/09/2021,Regular Meeting,Financial Report
C79MK459EBA3,Athletic Workers 2021-2022.pdf,29/09/2021,Regular Meeting,Supplemental Recommendations
C79SJK72EB62,A105 Contract - Platten.pdf,29/09/2021,Regular Meeting,Contract for ADA Parking and Walkways
C7GGQM415C7F,Classified Staffing Agenda 09292021 .pdf,29/09/2021,Regular Meeting,Classified Recommendations
C7AMPN576252,Regular Meeting Minutes 8_25_21.pdf,29/09/2021,Regular Meeting,Minutes
C7CLEX55761E,Brecksville Assumption Academy Ser Agree 2021-2022.pdf,27/10/2021,Regular Meeting,Brecksville Assumption Academy SER Agreement 2
C7JAB35C3763,President's Announcements 9.29.21.pdf,29/09/2021,Regular Meeting,Announcements
C7PGC443185B,2021-2022 Indianapolis Robotics Field Trip.pdf,27/10/2021,Regular Meeting,Robotics Competition Field Trip
C7ZFW7410F3C,BBH Monthly Update Memorandum - October 2021.pdf,27/10/2021,Regular Meeting,Pre-K5 Building Project Update - REPORT ONLY
C7ZN9Q56AFD2,"October 21, 2021 - SRO-MOU (revised).pdf",27/10/2021,Regular Meeting,SRO MOU
C7ZNKJ571FFD,OSBA Trans Study Summary 2021 final.pdf,27/10/2021,Regular Meeting,2022-2023 Bussing and Bell time Discussion
C7ZQ2F60CC10,po8600 Transportation.pdf,27/10/2021,Regular Meeting,2022-2023 Bussing and Bell time Discussion
C82MT65CBCDF,Certified Staffing Agenda 10272021.pdf,27/10/2021,Regular Meeting,Certified Recommendations
C82PVF667303,Bank Reconciliations FY22.xlsx - Sept 21 (1).pdf,27/10/2021,Regular Meeting,Financial Report
C82PWD669383,Cash Position September.pdf,27/10/2021,Regular Meeting,Financial Report
C82PWF669387,Check Register September.pdf,27/10/2021,Regular Meeting,Financial Report
C842KV029C77,OCTOBER CFO REPORT.pdf,27/10/2021,Regular Meeting,Financial Report
C85PNP63C091,Board Meeting 9_29_21.pdf,27/10/2021,Regular Meeting,Minutes
